City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
477,Minab,IR,27.1467,57.0801,83.7,54,0,2.55,clear sky
478,Yuzhou,CN,34.1628,113.4639,73.67,93,100,9.28,moderate rain
479,Ylojarvi,FI,61.5563,23.5961,45.63,88,90,10.36,overcast clouds
480,Betioky,MG,-23.7167,44.3833,71.11,50,0,10.49,clear sky
481,Kalaleh,IR,37.3807,55.4916,67.6,88,0,0.0,clear sky
482,Chicama,PE,-7.8447,-79.1469,59.54,83,37,4.74,scattered clouds
483,Mount Isa,AU,-20.7333,139.5,85.77,11,5,5.75,clear sky
484,Vardo,NO,70.3705,31.1107,44.8,74,99,20.94,overcast clouds
485,Haines Junction,CA,60.7522,-137.5108,37.35,93,100,1.14,moderate rain
486,Jackson,US,42.4165,-122.8345,70.14,52,90,1.01,overcast clouds
487,Sanandaj,IR,35.3144,46.9923,50.02,54,0,0.0,clear sky
488,Paysandu,UY,-32.3214,-58.0756,54.61,91,0,4.7,clear sky
489,Kavaratti,IN,10.5669,72.642,82.11,76,64,13.98,broken clouds
490,Lodja,CD,-3.4833,23.4333,69.4,95,100,4.45,overcast clouds
491,Springdale,US,36.1867,-94.1288,60.3,78,0,3.58,clear sky
492,Hualmay,PE,-11.0964,-77.6139,61.79,85,54,7.96,broken clouds
493,Oranjemund,NA,-28.55,16.4333,54.43,91,7,8.48,clear sky
494,Swan River,CA,52.1058,-101.2676,51.69,32,20,11.5,few clouds
495,Karasjok,NO,69.4719,25.5112,42.91,89,100,14.9,overcast clouds
496,Yarmouth,US,41.7057,-70.2286,74.17,94,90,8.99,overcast clouds
497,Zhigalovo,RU,54.8097,105.1578,51.84,46,100,3.98,overcast clouds
498,Palu,ID,-0.8917,119.8707,88.63,62,35,4.52,scattered clouds
499,Amahai,ID,-3.3333,128.9167,78.44,87,100,7.52,overcast clouds
500,Verkhoyansk,RU,67.5447,133.385,47.32,47,83,4.65,broken clouds
501,Sibinal,GT,15.1333,-92.05,51.87,96,100,4.27,overcast clouds
502,Liptovsky Mikulas,SK,49.0806,19.6222,55.78,96,98,4.47,overcast clouds
503,Rajauri,IN,33.3833,74.3,76.21,68,0,2.77,clear sky
504,Corrente,BR,-3.7367,-43.3394,75.29,84,68,3.29,broken clouds
505,Mehamn,NO,71.0357,27.8492,44.78,82,34,16.82,scattered clouds
506,Estelle,US,29.8458,-90.1067,73.99,58,0,1.01,clear sky
507,Jacareacanga,BR,-6.2222,-57.7528,72.12,97,95,1.01,overcast clouds
508,Schneverdingen,DE,53.1167,9.8,53.33,94,42,9.75,scattered clouds
509,Sibolga,ID,1.7427,98.7792,87.06,59,44,4.63,scattered clouds
510,Mpika,ZM,-11.8343,31.4529,57.81,76,11,6.8,few clouds
511,Gravdal,NO,68.1214,13.5031,46.29,81,40,10.36,scattered clouds
512,Tarancon,ES,40.0085,-3.0073,60.1,80,95,12.75,overcast clouds
513,Santiago De Cuba,CU,20.0247,-75.8219,75.06,92,4,2.06,clear sky
514,Tupiza,BO,-21.45,-65.7167,51.71,71,82,5.08,broken clouds
515,Princeton,US,25.5384,-80.4089,81.0,93,90,1.01,overcast clouds
516,Franklin,US,39.9667,-83.0166,56.3,77,90,3.44,overcast clouds
517,Mayya,RU,61.7333,130.2811,42.12,46,100,5.12,overcast clouds
518,Grootfontein,NA,-19.5667,18.1167,56.77,44,0,3.44,clear sky
519,Sulphur Springs,US,33.1385,-95.6011,63.48,55,1,0.0,clear sky
520,Enterprise,US,36.0252,-115.2419,85.23,27,1,5.99,clear sky
521,Kunming,CN,25.0389,102.7183,66.13,72,40,11.18,scattered clouds
522,Verkhniye Kigi,RU,55.4083,58.6044,43.79,66,100,2.98,overcast clouds
523,Rockland,US,41.1668,-74.0496,66.65,91,100,6.78,light rain
524,Ilo,PE,-17.6394,-71.3375,60.08,82,37,5.93,scattered clouds
525,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.9,86,15,9.37,few clouds
526,Lalibela,ET,12.0333,39.0333,57.45,75,48,4.47,scattered clouds
527,Vanavara,RU,60.34,102.2797,41.45,53,19,0.25,few clouds
528,Orlik,RU,52.5178,99.825,43.56,60,100,0.22,overcast clouds
529,Vanimo,PG,-2.6741,141.3028,80.74,85,100,6.49,overcast clouds
530,Sokoni,TZ,-6.4333,39.55,75.06,79,83,11.05,light rain
531,Mlonggo,ID,-6.5333,110.7,91.29,53,47,7.0,scattered clouds
532,Labuhan,ID,-6.8844,112.2051,83.79,67,98,6.22,overcast clouds
533,Raudeberg,NO,61.9875,5.1352,47.19,87,100,7.0,light rain
534,Kutina,HR,45.475,16.7819,48.18,79,33,4.63,scattered clouds
535,Codajas,BR,-3.8367,-62.0569,74.55,94,96,2.59,overcast clouds
536,Lakatoro,VU,-16.0999,167.4164,78.73,80,60,15.66,broken clouds
537,Siva,EG,29.2041,25.5195,73.74,66,0,6.22,clear sky
538,Muros,ES,42.7762,-9.0603,64.24,78,99,10.09,light rain
539,Fez,MA,34.0372,-4.9998,62.85,77,0,4.61,clear sky
540,Khanewal,PK,30.3,71.9333,80.42,53,1,7.49,clear sky
541,Uspenka,UA,48.3903,39.1619,48.6,88,61,2.68,broken clouds
542,Nuevitas,CU,21.5453,-77.2644,78.22,87,6,5.14,clear sky
543,Tutoia,BR,-2.7619,-42.2744,79.29,81,77,13.27,broken clouds
544,Hamilton,US,39.1834,-84.5333,54.23,84,2,5.01,clear sky
545,Weymouth,US,42.2209,-70.9398,73.26,93,2,3.0,clear sky
546,Sena Madureira,BR,-9.0656,-68.6569,73.15,88,18,2.8,few clouds
547,Preobrazheniye,RU,42.9019,133.9064,62.1,73,92,2.91,overcast clouds
548,Koboko,UG,3.4136,30.9599,61.18,94,100,3.98,light rain
549,Shenjiamen,CN,29.9576,122.298,79.45,67,56,9.6,broken clouds
550,Dingle,PH,10.9995,122.6711,88.05,67,93,8.55,overcast clouds
551,Pangnirtung,CA,66.1451,-65.7125,30.29,55,11,4.85,few clouds
552,Eyl,SO,7.9803,49.8164,77.05,79,76,18.99,light rain
553,Cascais,PT,38.6979,-9.4215,65.46,73,7,1.99,clear sky
554,Suntar,RU,62.1444,117.6319,41.31,93,100,6.64,light rain
555,Balancan,MX,17.8,-91.5333,73.78,92,99,5.44,overcast clouds
556,Zhezkazgan,KZ,47.8043,67.7144,48.34,47,0,19.1,clear sky
557,Balkhash,KZ,46.844,74.9804,48.81,49,0,24.61,clear sky
558,Luwuk,ID,-0.9516,122.7875,82.24,84,76,5.82,broken clouds
559,Gazimurskiy Zavod,RU,51.5461,118.3266,56.08,47,9,2.3,clear sky
560,Gribanovskiy,RU,51.4579,41.9764,45.05,76,83,4.45,broken clouds
561,Leh,IN,34.1667,77.5833,54.52,48,8,5.5,clear sky
562,Nemuro,JP,43.3236,145.575,61.23,73,90,18.28,overcast clouds
563,Deputatskiy,RU,69.3,139.9,37.76,68,36,12.06,scattered clouds
564,Hit,IQ,33.6416,42.8251,77.95,41,0,13.53,clear sky
565,Abbeville,FR,50.1,1.8333,64.36,95,100,9.42,overcast clouds
566,Machachi,EC,-0.5,-78.5667,46.76,89,99,6.58,overcast clouds
567,Tecoanapa,MX,16.5167,-98.75,80.74,82,81,3.74,broken clouds
568,Zhangjiakou,CN,40.81,114.8794,64.26,81,100,10.13,overcast clouds
569,Isugod,PH,9.3408,118.1196,87.39,63,100,2.89,overcast clouds
570,Kinablangan,PH,7.6947,126.5503,86.54,69,100,9.57,overcast clouds
571,Dossor,KZ,47.5272,52.9811,63.68,26,100,28.32,overcast clouds
572,Mancio Lima,BR,-7.6142,-72.8958,73.35,86,74,2.68,broken clouds
573,Mayumba,GA,-3.432,10.6554,75.09,86,87,2.44,overcast clouds
574,Muli,MV,2.9167,73.5667,83.84,74,91,12.91,overcast clouds
575,Moroni,KM,-11.7022,43.2551,73.4,78,40,6.91,scattered clouds
576,Kathu,TH,7.9178,98.3332,87.62,69,94,3.76,overcast clouds
577,Thinadhoo,MV,0.5333,72.9333,79.95,80,100,16.15,overcast clouds
578,Alugan,PH,12.2188,125.4808,85.21,73,75,6.49,broken clouds
579,Zonguldak,TR,41.25,31.8333,45.55,92,67,4.54,broken clouds
580,Bay Roberts,CA,47.5999,-53.2648,54.05,90,45,8.01,scattered clouds
581,Verkhnevilyuysk,RU,63.4453,120.3167,44.67,69,100,6.55,light rain
582,Majene,ID,-3.5403,118.9707,85.66,64,92,4.14,overcast clouds
583,Plyussa,RU,58.4308,29.3654,41.67,88,100,13.65,overcast clouds
584,Zhanaozen,KZ,43.3,52.8,69.49,19,0,24.9,clear sky
585,Vetapalem,IN,15.7833,80.3167,87.44,62,100,4.43,overcast clouds
586,Roald,NO,62.5833,6.1333,48.33,81,75,9.22,light rain
587,Mandalgovi,MN,45.7625,106.2708,60.6,47,94,13.47,overcast clouds
588,Bongandanga,CD,1.5,21.05,66.79,97,97,0.94,overcast clouds
589,Lichtenburg,ZA,-26.152,26.1597,53.71,49,1,9.24,clear sky
590,Boende,CD,-0.2167,20.8667,69.66,99,96,0.63,overcast clouds
591,Rawson,AR,-43.3002,-65.1023,59.05,46,68,20.96,broken clouds
592,Ibanesti,RO,46.7667,24.9333,40.42,82,100,4.47,overcast clouds
593,Touros,BR,-5.1989,-35.4608,76.1,80,73,13.58,broken clouds
594,Nouadhibou,MR,20.931,-17.0347,69.78,88,0,12.66,clear sky
595,Zapolyarnyy,RU,69.4154,30.8136,42.08,80,100,12.28,overcast clouds
596,Mollendo,PE,-17.0231,-72.0147,60.28,85,89,5.91,overcast clouds
597,Saint-Joseph,RE,-21.3667,55.6167,72.21,74,18,10.42,few clouds
598,Svetlograd,RU,45.3353,42.8547,53.58,93,100,5.26,light rain
599,Waingapu,ID,-9.6567,120.2641,85.96,53,47,11.83,scattered clouds
600,Ramon Castilla,PE,-4.2569,-69.9594,75.45,100,40,0.0,light rain
601,Omboue,GA,-1.5746,9.2618,75.72,86,100,4.05,overcast clouds
602,Carauari,BR,-4.8828,-66.8958,73.22,99,92,2.08,light rain
603,Terrace Bay,CA,48.7834,-87.1,46.02,62,100,5.88,overcast clouds
604,Santa Lucia,ES,27.9117,-15.5407,63.72,70,20,9.22,few clouds
605,Caravelas,BR,-17.7125,-39.2481,70.84,59,90,8.34,overcast clouds
606,Seoul,KR,37.5683,126.9778,78.37,50,40,5.75,scattered clouds
607,Tahe,CN,52.3333,124.7333,60.53,72,95,1.9,overcast clouds
608,Toila,EE,59.4236,27.5025,43.27,89,100,23.2,overcast clouds
609,Port Moresby,PG,-9.4431,147.1797,87.22,62,40,17.27,haze
610,Palmas Bellas,PA,9.2319,-80.0867,78.71,90,99,4.16,overcast clouds
611,Salou,ES,41.0766,1.1416,65.21,81,20,1.99,few clouds
612,Sobolevo,RU,54.4299,31.8996,41.9,95,100,18.95,moderate rain
613,Asfi,MA,32.2994,-9.2372,68.11,76,100,2.64,overcast clouds
614,Luau,AO,-10.7073,22.2247,63.43,36,95,3.4,overcast clouds
615,Northam,GB,51.0333,-4.2167,58.66,96,86,5.77,overcast clouds
616,Nichinan,JP,31.6,131.3667,83.35,59,9,7.38,clear sky
617,Guanica,PR,17.9716,-66.908,82.98,86,98,1.99,overcast clouds
618,Kalmunai,LK,7.4167,81.8167,86.13,67,47,4.94,scattered clouds
619,Liberal,US,37.0431,-100.921,67.15,26,86,15.79,overcast clouds
620,Redwater,US,33.3582,-94.2544,61.43,74,5,4.7,clear sky
621,Balikpapan,ID,-1.2675,116.8289,72.59,100,75,10.36,light rain
622,Kaifeng,CN,34.7911,114.3483,74.26,92,100,9.46,overcast clouds
623,Ostersund,SE,63.1792,14.6357,39.65,87,20,12.66,few clouds
624,La Paz,BO,-16.5,-68.15,39.18,93,40,3.44,fog
625,Aracati,BR,-4.5617,-37.7697,77.59,75,74,11.52,broken clouds
626,Turka,UA,49.1541,23.0297,47.25,93,100,17.16,overcast clouds
627,Bayan,CN,46.0833,127.4,63.27,52,36,6.38,scattered clouds
628,Mabaruma,GY,8.2,-59.7833,76.35,90,8,2.86,clear sky
629,Merke,KZ,42.8728,73.1786,66.56,22,2,5.95,clear sky
630,Birnin Kebbi,NG,12.4539,4.1975,76.77,82,99,5.61,overcast clouds
631,Kamaishi,JP,39.2667,141.8833,72.45,70,29,10.31,scattered clouds
632,Nur,PL,52.6683,22.3221,53.78,81,61,22.84,broken clouds
633,Saryagash,KZ,41.4511,69.1701,69.76,14,2,2.1,clear sky
634,Ambovombe,MG,-25.1667,46.0833,68.29,76,1,1.95,clear sky
635,Tautira,PF,-17.7333,-149.15,78.82,74,1,17.43,light rain
636,Colares,PT,38.7992,-9.4469,65.28,73,7,2.04,clear sky
637,Bereda,ES,43.2686,-7.5406,59.92,100,100,5.03,overcast clouds
638,Dalmeny,CA,52.3334,-106.7679,47.91,51,1,8.05,light snow
639,Kabale,UG,-1.2486,29.9899,57.76,85,97,2.24,overcast clouds
640,Isabela,PH,6.7085,121.9711,86.2,69,67,4.97,light rain
641,Nong Khai,TH,17.9167,103.0833,77.56,89,100,5.59,heavy intensity rain
642,Witu,KE,-2.3889,40.4382,78.96,75,43,9.15,scattered clouds
643,Buin,CL,-33.7333,-70.75,57.52,39,0,3.56,clear sky
644,Lafiagi,NG,8.8667,5.4167,73.9,95,98,2.37,overcast clouds
645,Nam Som,TH,17.7704,102.1895,80.82,83,97,1.25,light rain
646,Washington,US,47.5001,-120.5015,63.99,38,34,5.03,scattered clouds
647,Alyangula,AU,-13.8483,136.4192,80.91,57,40,11.43,scattered clouds
648,Egvekinot,RU,66.3167,-179.1667,25.3,81,100,11.45,overcast clouds
649,Kalnibolotskaya,RU,46.0058,40.4568,54.36,84,100,3.8,overcast clouds
650,Emmett,US,43.8735,-116.4993,70.48,45,75,4.09,broken clouds
651,Pontianak,ID,-0.0333,109.3333,85.98,74,75,8.05,broken clouds
652,Kawalu,ID,-7.3817,108.2082,85.66,63,90,4.38,overcast clouds
653,Kaseda,JP,31.4167,130.3167,78.15,66,9,4.36,clear sky
654,Varna,BG,43.2167,27.9167,52.45,93,0,2.3,clear sky
655,Hami,CN,42.8,93.45,75.72,13,35,5.59,scattered clouds
656,Adrar,MR,20.5022,-10.0711,87.85,16,63,8.86,broken clouds
657,Ugoofaaru,MV,5.6667,73.0,82.78,76,71,14.92,broken clouds
658,Faanui,PF,-16.4833,-151.75,77.02,73,14,11.56,few clouds
659,Riyadh,SA,24.6877,46.7219,82.85,20,16,6.06,few clouds
660,Raiganj,IN,25.6167,88.1167,87.26,65,20,3.85,few clouds
661,Inirida,CO,3.8653,-67.9239,72.18,98,99,2.17,overcast clouds
662,Trinidad,BO,-14.8333,-64.9,85.41,36,56,7.36,broken clouds
663,Zhicheng,CN,30.2956,111.5047,89.22,62,27,5.5,scattered clouds
664,Magalia,US,39.8121,-121.5783,74.7,22,87,9.42,overcast clouds
665,Whitley Bay,GB,55.0397,-1.4471,59.52,81,51,10.36,broken clouds
666,Nisia Floresta,BR,-6.0911,-35.2086,77.38,90,20,6.46,few clouds
667,Sambava,MG,-14.2667,50.1667,71.55,72,7,13.22,clear sky
668,Petushki,RU,55.9264,39.461,42.12,96,87,5.82,overcast clouds
669,Carsamba,TR,41.1989,36.7219,55.09,84,98,4.03,overcast clouds
670,Rio Gallegos,AR,-51.6226,-69.2181,50.76,54,100,21.12,overcast clouds
671,Alta,NO,69.9689,23.2717,43.86,78,90,1.99,light rain
672,Kralendijk,BQ,12.15,-68.2667,83.44,84,100,18.9,overcast clouds
673,Conchagua,SV,13.3078,-87.8647,74.16,89,100,2.21,light rain
674,Kaputa,ZM,-8.4689,29.6619,71.17,51,50,4.21,scattered clouds
675,Lao Cai,VN,22.4833,103.95,85.82,73,48,1.43,scattered clouds
676,Magadi,IN,12.9667,77.2333,75.36,72,68,7.43,broken clouds
677,Shache,CN,38.4167,77.2406,76.89,18,0,4.56,clear sky
678,Clarence Town,AU,-32.5833,151.7833,83.14,29,3,11.81,clear sky
679,Zyryanka,RU,65.75,150.85,48.38,48,100,8.57,overcast clouds
680,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.83,99,100,0.29,moderate rain
681,Filadelfia,US,39.9523,-75.1638,64.65,91,90,5.99,mist
682,Nalut,LY,30.3333,10.85,74.77,59,30,13.24,scattered clouds
683,Kenora,CA,49.8167,-94.4337,63.57,59,40,6.91,scattered clouds
684,Umm Kaddadah,SD,13.6017,26.6876,83.66,21,90,4.56,overcast clouds
685,Atikokan,CA,48.7555,-91.6216,52.72,69,77,4.83,broken clouds
686,Khelyulya,RU,61.7333,30.6833,47.43,88,98,13.13,overcast clouds
687,Ippy,CF,6.2679,21.2247,69.06,98,100,2.19,light rain
688,Erenhot,CN,43.6475,111.9767,70.41,45,77,4.72,broken clouds
689,Eunice,US,30.4944,-92.4176,64.29,67,1,6.91,clear sky
690,Riofrio,CO,4.1571,-76.2885,71.85,95,77,0.63,broken clouds
691,Kovur,IN,14.4833,79.9833,89.56,51,98,10.4,overcast clouds
692,Abu Zabad,SD,12.35,29.25,75.22,76,34,10.54,scattered clouds
693,San Francisco,US,37.7749,-122.4194,79.14,83,20,1.99,few clouds
694,Mao,ES,39.8885,4.2658,73.96,88,75,11.5,broken clouds
695,Komatipoort,ZA,-25.4332,31.9548,54.05,87,10,3.71,clear sky
696,Praya,CV,14.9215,-23.5087,78.13,75,90,8.93,overcast clouds
697,Martinopolis,BR,-22.1458,-51.1708,65.17,51,47,10.36,scattered clouds
698,Valdivia,CL,-39.8142,-73.2459,45.86,96,2,2.1,clear sky
699,Tornio,FI,65.8481,24.1466,44.62,82,100,16.44,overcast clouds
700,Karlstad,SE,59.3793,13.5036,46.96,71,65,9.22,broken clouds
701,Idenao,CM,4.2475,9.0047,76.06,93,100,1.23,overcast clouds
702,Atherton,GB,53.5237,-2.4935,57.22,92,19,1.01,few clouds
703,Bobcaygeon,CA,44.5462,-78.542,56.88,84,94,7.78,overcast clouds
704,Encheng,CN,22.1839,112.3026,86.02,74,88,10.04,overcast clouds
705,Waitati,NZ,-45.75,170.5667,57.67,51,77,6.85,broken clouds
706,Waddan,LY,29.1614,16.139,72.7,77,8,7.74,clear sky
707,Mariental,NA,-24.6333,17.9667,61.77,13,24,6.38,few clouds
708,Alpena,US,45.0617,-83.4327,53.11,99,100,1.99,moderate rain
709,Charyshskoye,RU,51.3978,83.5598,35.87,97,100,2.93,overcast clouds
710,Varnavino,RU,57.4035,45.0916,46.76,96,100,10.07,overcast clouds
711,Port-Gentil,GA,-0.7193,8.7815,76.98,85,100,7.61,overcast clouds
712,Cap Malheureux,MU,-19.9842,57.6142,73.47,76,14,10.0,few clouds
713,Umm Lajj,SA,25.0213,37.2685,82.51,51,5,8.14,clear sky
714,Samana,DO,19.2056,-69.3369,76.93,89,100,3.96,overcast clouds
715,Kroya,ID,-7.6331,109.2461,85.05,70,93,5.37,overcast clouds
716,Bolshaya Sosnova,RU,57.6713,54.6029,45.07,71,100,8.19,overcast clouds
