City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
387,Pierre,US,2021-09-23 19:44:14,44.3683,-100.351,79.72,31,1,4.61
388,Vyartsilya,RU,2021-09-23 19:44:15,62.1764,30.693,45.0,88,100,12.44
389,Nabire,ID,2021-09-23 19:44:15,-3.3667,135.4833,75.45,91,100,3.0
390,Hami,CN,2021-09-23 19:44:15,42.8,93.45,66.51,20,41,5.26
391,Gouyave,GD,2021-09-23 19:44:16,12.1646,-61.7296,86.77,70,20,16.11
392,Arman,RU,2021-09-23 19:44:16,59.7,150.1667,42.64,75,0,4.99
393,Gorontalo,ID,2021-09-23 19:44:16,0.5412,123.0595,73.89,94,86,2.24
394,Candido De Abreu,BR,2021-09-23 19:44:16,-24.5669,-51.3333,80.29,33,94,2.95
395,Cha Grande,BR,2021-09-23 19:44:17,-8.2383,-35.4617,75.38,71,100,12.86
396,Batemans Bay,AU,2021-09-23 19:44:17,-35.7167,150.1833,57.2,80,21,4.14
397,Guhagar,IN,2021-09-23 19:44:18,17.4842,73.1929,75.56,91,77,2.51
398,Ipora,BR,2021-09-23 19:44:18,-16.4419,-51.1178,101.35,13,27,4.97
399,Dorsten,DE,2021-09-23 19:44:18,51.6667,6.9667,63.75,87,65,7.09
400,Rojhan,PK,2021-09-23 19:44:19,28.6868,69.9534,90.88,42,34,4.94
401,Artsyz,UA,2021-09-23 19:44:19,45.9919,29.4182,46.92,78,12,6.02
402,Homer,US,2021-09-23 19:44:19,59.6425,-151.5483,42.08,72,90,13.8
403,Coquimbo,CL,2021-09-23 19:43:41,-29.9533,-71.3436,62.33,59,0,13.8
404,Lamu,KE,2021-09-23 19:44:20,-2.2717,40.902,76.62,79,9,14.41
405,Erzin,TR,2021-09-23 19:44:20,36.9559,36.2,70.52,76,18,5.37
406,Dargaville,NZ,2021-09-23 19:44:20,-35.9333,173.8833,56.14,84,100,15.08
407,Jinsha,CN,2021-09-23 19:44:20,32.0898,121.0735,71.2,96,98,8.79
408,Svetlyy,RU,2021-09-23 19:44:21,54.675,20.1347,57.25,86,100,28.3
409,Fuerte Olimpo,PY,2021-09-23 19:44:21,-21.0415,-57.8738,96.87,26,99,7.47
410,Victoria,HK,2021-09-23 19:42:29,22.2855,114.1577,86.32,82,74,16.31
411,Nelson Bay,AU,2021-09-23 19:44:22,-32.7167,152.15,58.68,87,0,10.94
412,Brownsville,US,2021-09-23 19:44:22,25.9018,-97.4975,87.89,39,1,12.66
413,Chuy,UY,2021-09-23 19:44:22,-33.6971,-53.4616,56.77,91,96,7.09
414,Ola,RU,2021-09-23 19:44:22,59.5833,151.2833,42.94,83,1,2.51
415,Okhotsk,RU,2021-09-23 19:44:23,59.3833,143.3,46.29,70,16,3.38
416,Dunda,TZ,2021-09-23 19:44:23,-8.1167,34.25,71.55,38,72,3.58
417,Bushehr,IR,2021-09-23 19:44:23,28.9684,50.8385,86.09,62,0,9.22
418,Burnie,AU,2021-09-23 19:44:24,-41.0667,145.9167,49.64,80,100,17.0
419,Petrozavodsk,RU,2021-09-23 19:44:24,61.7849,34.3469,47.66,87,100,8.95
420,Shaowu,CN,2021-09-23 19:44:24,27.3409,117.4831,72.41,98,5,1.95
421,Cabangahan,PH,2021-09-23 19:44:25,9.0781,122.9469,79.29,81,21,3.78
422,Aykhal,RU,2021-09-23 19:44:25,66.0,111.5,32.4,88,95,4.68
423,Da Nang,VN,2021-09-23 19:44:25,16.0678,108.2208,82.38,74,75,12.66
424,Labuhan,ID,2021-09-23 19:44:26,-6.8844,112.2051,79.41,79,100,6.69
425,Nhulunbuy,AU,2021-09-23 19:44:26,-12.2333,136.7667,70.41,88,29,0.0
426,Bulgan,MN,2021-09-23 19:44:26,48.8125,103.5347,39.02,83,95,2.19
427,Turukhansk,RU,2021-09-23 19:44:27,65.8167,87.9833,27.72,92,46,7.58
428,Srednekolymsk,RU,2021-09-23 19:44:27,67.45,153.6833,33.39,90,100,4.83
429,Mandera,KE,2021-09-23 19:44:27,3.9366,41.867,83.98,50,97,19.37
430,Mitsamiouli,KM,2021-09-23 19:44:28,-11.3847,43.2844,76.42,80,0,6.04
431,Pangnirtung,CA,2021-09-23 19:44:28,66.1451,-65.7125,33.8,69,75,13.8
432,Havelock,US,2021-09-23 19:44:28,34.8791,-76.9013,75.18,93,90,1.99
433,Veraval,IN,2021-09-23 19:44:29,20.9,70.3667,80.2,83,44,6.26
434,Port Macquarie,AU,2021-09-23 19:44:29,-31.4333,152.9167,46.36,63,0,4.85
435,Heves,HU,2021-09-23 19:39:45,47.6,20.2833,58.87,63,83,9.28
436,Vicosa Do Ceara,BR,2021-09-23 19:44:29,-3.5622,-41.0922,83.52,43,91,6.91
437,Haines Junction,CA,2021-09-23 19:44:30,60.7522,-137.5108,37.35,93,99,4.61
438,Mattru,SL,2021-09-23 19:44:30,7.6244,-11.8332,75.63,95,100,3.47
439,Birin,NP,2021-09-23 19:44:31,26.8865,88.0718,61.14,88,36,4.61
440,Luena,AO,2021-09-23 19:44:31,-11.7833,19.9167,69.42,21,25,5.03
441,Nicoya,CR,2021-09-23 19:44:31,10.1483,-85.452,85.55,74,78,1.99
442,Teguise,ES,2021-09-23 19:44:32,29.0605,-13.564,71.82,69,20,11.5
443,Georgiyevka,KZ,2021-09-23 19:44:32,43.0369,74.7114,50.04,57,0,4.47
444,Nguruka,TZ,2021-09-23 19:44:32,-5.1092,31.0419,75.34,35,44,1.68
445,Saryg-Sep,RU,2021-09-23 19:44:33,51.5,95.6,38.21,60,100,2.77
446,Cururupu,BR,2021-09-23 19:44:33,-1.8283,-44.8683,83.05,65,92,6.26
447,Port Hueneme,US,2021-09-23 19:44:33,34.1478,-119.1951,99.07,66,20,10.36
448,Nereju,RO,2021-09-23 19:44:34,45.7167,26.7167,41.7,74,65,7.76
449,Puerto Vallarta,MX,2021-09-23 19:39:50,20.6204,-105.2307,90.91,77,1,4.0
450,Finnsnes,NO,2021-09-23 19:44:34,69.2296,17.9811,49.96,90,100,5.21
451,Coahuayana,MX,2021-09-23 19:44:34,18.7333,-103.6833,92.68,65,9,6.24
452,Westport,US,2021-09-23 19:44:35,41.1415,-73.3579,81.09,81,75,3.0
453,Necochea,AR,2021-09-23 19:44:35,-38.5473,-58.7368,66.04,75,53,8.93
454,Sokoni,TZ,2021-09-23 19:44:35,-6.4333,39.55,77.09,78,4,16.13
455,Carutapera,BR,2021-09-23 19:44:36,-1.195,-46.02,82.98,69,39,9.26
456,Bullhead City,US,2021-09-23 19:44:03,35.1478,-114.5683,100.85,15,75,0.0
457,Miri,MY,2021-09-23 19:44:36,4.4148,114.0089,78.94,89,40,5.75
458,Zmeinogorsk,RU,2021-09-23 19:44:37,51.1567,82.195,32.99,95,66,0.38
459,Jalingo,NG,2021-09-23 19:44:37,8.8833,11.3667,75.6,91,100,5.21
460,Geraldton,AU,2021-09-23 19:44:37,-28.7667,114.6,52.21,93,0,5.75
461,Talnakh,RU,2021-09-23 19:44:38,69.4865,88.3972,34.36,74,3,5.84
462,Marrakesh,MA,2021-09-23 19:44:38,31.6315,-8.0083,80.67,44,40,5.75
463,Harnosand,SE,2021-09-23 19:44:38,62.6323,17.9379,50.02,96,100,11.45
464,Ulkan,RU,2021-09-23 19:44:39,57.243,107.3223,34.99,84,30,3.44
465,Muros,ES,2021-09-23 19:44:39,42.7762,-9.0603,70.23,69,7,15.46
466,Mangan,IN,2021-09-23 19:44:39,27.5167,88.5333,74.5,89,100,1.16
467,Nishihara,JP,2021-09-23 19:44:39,26.1842,127.7558,79.88,78,20,9.22
468,Antalaha,MG,2021-09-23 19:44:40,-14.9003,50.2788,68.02,82,1,8.01
469,Gushikawa,JP,2021-09-23 19:44:40,26.3544,127.8686,79.83,94,1,5.75
470,Bubaque,GW,2021-09-23 19:44:40,11.2833,-15.8333,82.36,74,99,6.89
471,Roald,NO,2021-09-23 19:44:41,62.5833,6.1333,49.91,71,75,12.66
472,Saint-Augustin,CA,2021-09-23 19:44:41,51.226,-58.6502,51.22,89,100,3.67
473,Biak,ID,2021-09-23 19:44:41,-0.9131,122.8766,73.76,89,93,4.83
474,Yulara,AU,2021-09-23 19:44:42,-25.2406,130.9889,44.44,49,0,3.44
475,La Ronge,CA,2021-09-23 19:44:43,55.1001,-105.2842,50.25,53,75,13.8
476,Novokuznetsk,RU,2021-09-23 19:44:43,53.7557,87.1099,34.23,92,95,1.9
477,Kautokeino,NO,2021-09-23 19:44:43,69.0125,23.0412,39.02,96,100,17.38
478,Sidney,AU,2021-09-23 19:39:47,-33.8679,151.2073,56.62,77,0,1.01
479,Bousse,BF,2021-09-23 19:44:44,12.6606,-1.8922,85.57,55,46,2.95
480,Kayerkan,RU,2021-09-23 19:44:44,69.3497,87.7602,32.74,86,3,5.77
481,Waitara,NZ,2021-09-23 19:44:44,-38.925,174.25,56.71,82,95,17.18
482,Inirida,CO,2021-09-23 19:44:44,3.8653,-67.9239,79.32,88,100,2.68
483,Kholodnyy,RU,2021-09-23 19:44:45,62.7167,147.95,31.82,76,46,2.42
484,Paulista,BR,2021-09-23 19:44:45,-7.9408,-34.8731,80.46,69,71,9.62
485,Takoradi,GH,2021-09-23 19:44:45,4.8845,-1.7554,76.78,91,12,6.29
486,Ahipara,NZ,2021-09-23 19:44:46,-35.1667,173.1667,57.06,83,98,14.88
487,Clarence Town,AU,2021-09-23 19:44:46,-32.5833,151.7833,58.55,66,0,4.7
488,Orange Cove,US,2021-09-23 19:44:46,36.6244,-119.3137,89.85,17,88,3.96
489,Yar-Sale,RU,2021-09-23 19:44:47,66.8333,70.8333,39.81,86,100,12.28
490,Sao Miguel Do Iguacu,BR,2021-09-23 19:44:47,-25.3481,-54.2378,78.01,33,49,3.24
491,Kanigoro,ID,2021-09-23 19:44:47,-8.13,112.219,74.66,89,100,2.24
492,Mtinko,TZ,2021-09-23 19:44:48,-4.55,34.85,65.97,54,99,14.07
493,Korsakov,RU,2021-09-23 19:44:48,46.6328,142.7813,35.44,87,0,6.13
494,Aklavik,CA,2021-09-23 19:44:48,68.2191,-135.0107,34.52,78,91,6.15
495,Salihorsk,BY,2021-09-23 19:44:48,52.7876,27.5415,47.12,95,100,14.74
496,Iracoubo,GF,2021-09-23 19:44:49,5.4802,-53.2011,83.88,71,54,12.39
497,Capoterra,IT,2021-09-23 19:44:49,39.1763,8.9718,76.71,72,0,8.05
498,Namatanai,PG,2021-09-23 19:44:49,-3.6667,152.4333,78.44,78,100,6.62
499,Riyadh,SA,2021-09-23 19:44:50,24.6877,46.7219,89.74,17,30,8.93
500,Griffith,US,2021-09-23 19:44:50,41.5284,-87.4237,70.12,49,40,1.01
501,Playa Vicente,MX,2021-09-23 19:44:50,17.8333,-95.8167,81.48,82,44,9.48
502,Ishigaki,JP,2021-09-23 19:44:51,24.3448,124.1572,83.84,72,13,10.78
503,Hoquiam,US,2021-09-23 19:44:51,46.9809,-123.8893,68.05,47,90,3.44
504,Kupang,ID,2021-09-23 19:44:51,-10.1667,123.5833,74.75,73,74,6.64
505,Genhe,CN,2021-09-23 19:44:52,50.7833,121.5167,48.45,97,100,3.11
506,The Pas,CA,2021-09-23 19:44:52,53.8251,-101.2541,59.02,63,90,24.16
507,Tyrma,RU,2021-09-23 19:44:52,50.0833,132.1667,37.17,88,4,1.05
508,Xingyi,CN,2021-09-23 19:44:53,24.1877,102.817,57.45,97,39,0.76
509,Marsh Harbour,BS,2021-09-23 19:44:53,26.5412,-77.0636,84.09,66,33,4.03
510,Sfantu Gheorghe,RO,2021-09-23 19:44:53,45.8667,25.7833,45.82,81,63,4.25
511,Uyemskiy,RU,2021-09-23 19:44:54,64.4743,40.8524,44.65,87,90,4.47
512,Novyy Nekouz,RU,2021-09-23 19:44:54,57.9029,38.07,47.1,96,100,8.48
513,Camara De Lobos,PT,2021-09-23 19:44:54,32.6333,-16.9667,72.23,76,40,5.99
514,Anqing,CN,2021-09-23 19:44:55,30.5092,117.0506,76.51,66,52,2.39
515,Vilyuysk,RU,2021-09-23 19:44:55,63.7553,121.6247,39.78,81,100,3.78
516,Miandrivazo,MG,2021-09-23 19:44:55,-19.5167,45.4667,77.97,54,95,3.76
517,Ajaccio,FR,2021-09-23 19:44:56,42.0,8.9167,66.18,68,0,2.3
518,Lonar,IN,2021-09-23 19:44:56,19.9833,76.5333,72.91,92,100,5.99
519,Beloha,MG,2021-09-23 19:44:56,-25.1667,45.05,68.54,78,94,14.09
520,Poum,NC,2021-09-23 19:44:56,-20.2333,164.0167,67.96,67,28,9.31
521,Constitucion,CL,2021-09-23 19:40:56,-35.3333,-72.4167,63.09,58,100,16.28
522,Le Vauclin,MQ,2021-09-23 19:44:57,14.5452,-60.8388,89.65,62,75,5.75
523,Fiumicino,IT,2021-09-23 19:44:57,41.7675,12.2291,71.98,74,0,5.75
524,Usvyaty,RU,2021-09-23 19:44:58,55.7456,30.7533,40.51,93,100,8.77
525,Awbari,LY,2021-09-23 19:44:58,26.5921,12.7805,85.03,13,19,6.6
526,Pareora,NZ,2021-09-23 19:44:58,-44.4871,171.2132,51.19,77,0,6.15
527,Tabou,CI,2021-09-23 19:44:59,4.423,-7.3528,78.01,86,19,6.44
528,Fort Nelson,CA,2021-09-23 19:44:59,58.8053,-122.7002,49.59,43,75,4.61
529,Kendari,ID,2021-09-23 19:44:59,-3.945,122.4989,71.51,97,98,2.98
530,Batagay-Alyta,RU,2021-09-23 19:45:00,67.8006,130.4114,29.79,83,17,4.59
531,Wilmington,US,2021-09-23 19:41:49,34.2257,-77.9447,81.86,67,75,10.36
532,Jadu,LY,2021-09-23 19:45:00,31.953,12.0261,73.2,59,33,4.76
533,Torbat-E Jam,IR,2021-09-23 19:45:01,35.244,60.6225,70.66,19,0,2.98
534,Hun,LY,2021-09-23 19:45:02,29.1268,15.9477,84.61,41,2,13.71
535,Sayyan,YE,2021-09-23 19:45:03,15.1718,44.3244,64.65,23,76,11.79
536,Torrington,US,2021-09-23 19:45:04,41.8007,-73.1212,79.57,87,79,3.0
537,Thunder Bay,CA,2021-09-23 19:45:04,48.4001,-89.3168,69.98,68,20,12.66
538,Shashi,CN,2021-09-23 19:45:04,30.3072,112.2447,74.68,91,95,1.05
539,Tongliao,CN,2021-09-23 19:45:05,43.6125,122.2653,54.3,90,12,5.21
540,Opelousas,US,2021-09-23 19:45:05,30.5335,-92.0815,78.93,38,1,5.75
541,Menongue,AO,2021-09-23 19:45:05,-14.6585,17.691,70.61,22,35,5.03
542,Dafeng,CN,2021-09-23 19:45:06,23.4517,108.5881,76.78,91,97,1.7
543,Auchi,NG,2021-09-23 19:45:06,7.0667,6.2667,75.07,92,86,2.35
544,Ekhabi,RU,2021-09-23 19:45:06,53.5102,142.9671,45.68,93,7,10.2
545,Daru,PG,2021-09-23 19:45:07,-9.0763,143.2092,75.96,87,100,16.78
546,Karawang,ID,2021-09-23 19:45:07,-6.3042,107.3079,76.51,85,99,5.19
547,Oranjemund,NA,2021-09-23 19:45:07,-28.55,16.4333,57.13,90,99,6.4
548,Bilibino,RU,2021-09-23 19:45:08,68.0546,166.4372,23.81,94,100,3.36
549,Aojiang,CN,2021-09-23 19:45:08,22.9421,116.0359,78.37,90,92,7.05
550,Luderitz,NA,2021-09-23 19:45:08,-26.6481,15.1594,58.06,77,45,13.22
551,Mpulungu,ZM,2021-09-23 19:45:09,-8.7623,31.1141,78.8,40,57,7.99
552,Wanaka,NZ,2021-09-23 19:44:26,-44.7,169.15,46.35,79,46,5.32
553,Hovd,MN,2021-09-23 19:45:09,48.0056,91.6419,43.83,46,71,8.08
554,Toma,BF,2021-09-23 19:45:09,12.7667,-2.8833,84.29,54,54,5.88
555,Palmer,US,2021-09-23 19:45:10,42.1584,-72.3287,80.44,64,35,8.99
556,Hailey,US,2021-09-23 19:45:10,43.5196,-114.3153,65.89,41,75,11.5
557,Agua Branca,BR,2021-09-23 19:45:10,-5.8922,-42.6361,99.61,18,96,3.06
558,Kushiro,JP,2021-09-23 19:45:10,42.975,144.3747,54.79,91,100,16.06
559,Awash,ET,2021-09-23 19:45:11,8.9833,40.1667,74.55,71,75,4.65
560,Bengbu,CN,2021-09-23 19:45:11,32.9408,117.3608,70.79,82,81,9.06
561,Koutsouras,GR,2021-09-23 19:45:12,35.0339,25.9469,68.79,59,7,27.63
562,Omboue,GA,2021-09-23 19:45:12,-1.5746,9.2618,77.61,82,100,7.2
563,Copiapo,CL,2021-09-23 19:45:12,-27.3667,-70.3333,60.49,19,0,7.9
564,Excelsior Springs,US,2021-09-23 19:45:12,39.3392,-94.2261,80.58,24,0,5.64
565,Owando,CG,2021-09-23 19:45:13,-0.4819,15.8999,74.16,84,100,1.66
566,Kiruna,SE,2021-09-23 19:45:13,67.8557,20.2251,38.32,93,90,8.05
567,Sulangan,PH,2021-09-23 19:45:13,11.1373,123.7228,82.54,81,100,12.77
568,Sola,VU,2021-09-23 19:45:14,-13.8833,167.55,78.67,79,96,16.55
569,Tshela,CD,2021-09-23 19:45:14,-4.9833,12.9333,75.24,76,69,3.31
570,Mabaruma,GY,2021-09-23 19:45:14,8.2,-59.7833,80.56,83,100,5.14
571,Morondava,MG,2021-09-23 19:45:15,-20.2833,44.2833,74.43,78,0,1.57
572,Japura,ID,2021-09-23 19:45:15,-0.3167,102.35,73.71,97,57,2.84
573,Cabedelo,BR,2021-09-23 19:45:15,-6.9811,-34.8339,83.07,74,100,14.29
574,Zaraza,VE,2021-09-23 19:45:16,9.3503,-65.3245,88.99,53,97,6.85
575,Masuguru,TZ,2021-09-23 19:45:16,-11.3667,38.4167,78.4,59,98,7.72
576,Zaltan,LY,2021-09-23 19:45:16,32.947,11.8665,78.19,82,81,14.54
577,Akhtubinsk,RU,2021-09-23 19:45:17,48.2795,46.1722,52.12,85,100,6.55
578,Usinsk,RU,2021-09-23 19:45:17,65.9939,57.5281,38.1,94,100,6.8
579,Madarounfa,NE,2021-09-23 19:45:17,13.3087,7.156,82.9,55,100,4.99
580,Kedrovyy,RU,2021-09-23 19:45:18,56.1667,91.8167,32.41,97,97,2.84
581,Beisfjord,NO,2021-09-23 19:45:18,68.3751,17.5988,49.24,88,100,4.74
